reference_id,homolog_id,sequence_identity,alignment_length,mismatches,gap_openings,query_start,query_end,target_start,target_end,e_value,bit_score,rmsd,tm_score,rmsd_bindingsite,n_bindingsite_residues,n_aligned_residues,aligned_fraction,n_res_plddt,n_res_plddt_bs,median_plddt,median_plddt_bs,avg_plddt,avg_plddt_bs,std_plddt,std_plddt_bs,iqr_plddt,iqr_plddt_bs,p10_plddt,p10_plddt_bs,bindingsite_similarity_score,non_equivalent_residues
Ort-RDM-1_3,CCH57958,0.313,256,170,0,10,258,3,258,2.498E-20,86,2.67,0.82913,0.3638060986995697,44.0,28.0,0.6363636363636364,397.0,44.0,0.983,0.985,0.971,0.982,0.031,0.008,0.02,0.01,0.933,0.972,0.321285140562249,4.0
Ort-RDM-1_3,CCE41045,0.271,328,237,0,6,331,12,339,3.514E-19,82,2.84,0.8257,0.7606570720672607,49.0,29.0,0.5918367346938775,404.0,49.0,0.982,0.983,0.963,0.973,0.053,0.024,0.025,0.012,0.926,0.938,0.321285140562249,5.0
Ort-RDM-1_3,KGT65116,0.306,250,170,0,9,254,4,253,4.710E-19,82,2.74,0.8134,0.6808902621269226,43.0,36.0,0.8372093023255814,404.0,43.0,0.974,0.978,0.958,0.97,0.054,0.021,0.026,0.018,0.919,0.932,0.25301204819277107,3.0
Ort-RDM-1_3,EER30950,0.308,280,190,0,8,283,2,281,8.461E-19,81,2.32,0.85621,0.4483487010002136,46.0,31.0,0.6739130434782609,350.0,46.0,0.982,0.985,0.951,0.982,0.083,0.008,0.029,0.011,0.889,0.971,0.3172690763052209,4.0
Ort-RDM-1_3,EER31342,0.283,247,174,0,10,253,3,249,4.887E-18,79,2.73,0.82069,0.5038281083106995,45.0,21.0,0.4666666666666667,398.0,45.0,0.969,0.97,0.948,0.956,0.058,0.046,0.034,0.028,0.885,0.924,0.3614457831325301,4.0
Ort-RDM-1_3,CCG25156,0.266,276,200,0,9,282,9,284,2.099E-17,77,2.68,0.83507,0.4616027772426605,47.0,17.0,0.3617021276595745,396.0,47.0,0.97,0.971,0.947,0.954,0.064,0.037,0.046,0.049,0.889,0.894,0.3453815261044177,4.0
Ort-RDM-1_3,EJS41804,0.293,279,193,0,10,283,3,281,6.900E-15,69,2.52,0.8343,0.4087386131286621,46.0,30.0,0.6521739130434783,399.0,46.0,0.983,0.987,0.971,0.981,0.032,0.015,0.017,0.008,0.94,0.972,0.2248995983935743,5.0
n.d.,EDO15092,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.75,0.82538,0.4337712824344635,46.0,29.0,0.6304347826086957,400.0,46.0,0.98,0.983,0.966,0.975,0.038,0.021,0.021,0.015,0.924,0.942,0.285140562248996,4.0
n.d.,KIJ46908,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.52,0.83768,0.6405029892921448,49.0,32.0,0.6530612244897959,394.0,49.0,0.962,0.963,0.925,0.94,0.098,0.068,0.072,0.052,0.839,0.896,0.285140562248996,6.0
n.d.,EDK46659,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.42,0.84139,0.4649835228919983,47.0,32.0,0.6808510638297872,400.0,47.0,0.983,0.987,0.97,0.98,0.037,0.014,0.018,0.011,0.938,0.963,0.3373493975903614,3.0
n.d.,KOH48093,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.57,0.83311,0.3679481148719787,46.0,29.0,0.6304347826086957,399.0,46.0,0.983,0.987,0.971,0.981,0.031,0.016,0.017,0.007,0.942,0.971,0.30522088353413657,4.0
n.d.,ODN80031,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.91,0.79372,0.6124532222747803,49.0,35.0,0.7142857142857143,414.0,49.0,0.968,0.974,0.942,0.958,0.075,0.035,0.039,0.036,0.875,0.896,0.24899598393574296,4.0
n.d.,EIW07406,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.57,0.83337,0.3498759269714355,47.0,29.0,0.6170212765957447,399.0,47.0,0.983,0.987,0.971,0.981,0.031,0.017,0.018,0.007,0.939,0.969,0.2891566265060241,4.0
